raceId,year,name,retired,completed,reason,frequency_counts,retired_percentage
305,1991,United States Grand Prix,30,4,"['+1 Lap', 'Collision', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', '+3 Laps', '+4 Laps', 'Fuel pump', '+8 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 1, 'Collision': 1, 'Spun off': 1, 'Engine': 6, '+2 Laps': 1, 'Gearbox': 8, '+3 Laps': 1, '+4 Laps': 1, 'Fuel pump': 1, '+8 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 4}",0.8823529411764706
306,1991,Brazilian Grand Prix,28,6,"['+1 Lap', 'Suspension', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', '+3 Laps', '+3 Laps', '+3 Laps', 'Transmission', 'Electrical', 'Radiator', '+4 Laps', 'Fuel pump', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Physical', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 1, 'Suspension': 1, 'Spun off': 2, 'Engine': 3, '+2 Laps': 1, 'Gearbox': 2, '+3 Laps': 3, 'Transmission': 1, 'Electrical': 1, 'Radiator': 1, '+4 Laps': 1, 'Fuel pump': 1, 'Fuel system': 1, 'Did not qualify': 4, 'Physical': 1, 'Did not prequalify': 4}",0.8235294117647058
307,1991,San Marino Grand Prix,32,2,"['+1 Lap', 'Collision', 'Suspension', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', '+3 Laps', '+3 Laps', '+3 Laps', '+3 Laps', 'Transmission', 'Transmission', 'Out of fuel', 'Electrical', '+4 Laps', '+4 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 1, 'Collision': 1, 'Suspension': 1, 'Spun off': 5, 'Engine': 3, '+2 Laps': 1, 'Gearbox': 2, '+3 Laps': 4, 'Transmission': 2, 'Out of fuel': 1, 'Electrical': 1, '+4 Laps': 2, 'Did not qualify': 4, 'Did not prequalify': 4}",0.9411764705882353
308,1991,Monaco Grand Prix,31,3,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', '+3 Laps', 'Oil leak', 'Throttle', 'Throttle', '+6 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Suspension': 1, 'Spun off': 4, 'Engine': 3, '+2 Laps': 4, 'Gearbox': 2, 'Brakes': 1, '+3 Laps': 1, 'Oil leak': 1, 'Throttle': 2, '+6 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 4}",0.9117647058823529
309,1991,Canadian Grand Prix,29,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Electrical', 'Throttle', 'Throttle', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Alternator', 'Fuel leak', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Injection']","{'+1 Lap': 3, 'Suspension': 1, 'Spun off': 2, 'Engine': 6, '+2 Laps': 1, 'Gearbox': 2, 'Electrical': 1, 'Throttle': 2, 'Did not qualify': 4, 'Alternator': 1, 'Fuel leak': 1, 'Did not prequalify': 4, 'Injection': 1}",0.8529411764705882
310,1991,Mexican Grand Prix,31,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Wheel', '+3 Laps', 'Clutch', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Alternator', 'Wheel bearing', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Spun off': 2, 'Engine': 7, '+2 Laps': 4, 'Gearbox': 1, 'Wheel': 1, '+3 Laps': 1, 'Clutch': 1, 'Did not qualify': 4, 'Alternator': 1, 'Wheel bearing': 1, 'Did not prequalify': 4}",0.9117647058823529
311,1991,French Grand Prix,30,4,"['+1 Lap', '+1 Lap', 'Collision', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', '+3 Laps', 'Transmission', 'Transmission', 'Oil leak', 'Tyre', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Physical', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 2, 'Collision': 1, 'Spun off': 4, 'Engine': 1, '+2 Laps': 5, 'Gearbox': 3, '+3 Laps': 1, 'Transmission': 2, 'Oil leak': 1, 'Tyre': 1, 'Did not qualify': 4, 'Physical': 1, 'Did not prequalify': 4}",0.8823529411764706
312,1991,British Grand Prix,31,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Spun off', 'Spun off', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Oil pressure', 'Gearbox', '+3 Laps', 'Transmission', 'Transmission', 'Out of fuel', 'Throttle', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Chassis', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 5, 'Collision': 3, 'Spun off': 2, 'Engine': 2, '+2 Laps': 3, 'Oil pressure': 1, 'Gearbox': 1, '+3 Laps': 1, 'Transmission': 2, 'Out of fuel': 1, 'Throttle': 1, 'Did not qualify': 4, 'Chassis': 1, 'Did not prequalify': 4}",0.9117647058823529
313,1991,German Grand Prix,28,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Differential', 'Differential', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Transmission', 'Out of fuel', '+4 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Differential': 2, 'Spun off': 2, 'Engine': 6, '+2 Laps': 2, 'Gearbox': 2, 'Transmission': 1, 'Out of fuel': 1, '+4 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 4}",0.8235294117647058
314,1991,Hungarian Grand Prix,29,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', '+3 Laps', '+3 Laps', '+3 Laps', 'Tyre', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Physical', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Engine': 7, '+2 Laps': 4, 'Gearbox': 1, '+3 Laps': 3, 'Tyre': 1, 'Did not qualify': 4, 'Physical': 1, 'Did not prequalify': 4}",0.8529411764705882
315,1991,Belgian Grand Prix,27,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Oil pressure', 'Gearbox', 'Gearbox', 'Gearbox', 'Oil leak', 'Clutch', 'Electrical', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Fuel leak', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Spun off': 1, 'Engine': 6, 'Oil pressure': 1, 'Gearbox': 3, 'Oil leak': 1, 'Clutch': 1, 'Electrical': 1, 'Did not qualify': 4, 'Fuel leak': 1, 'Did not prequalify': 4}",0.7941176470588235
316,1991,Italian Grand Prix,26,8,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Overheating', '+4 Laps', '+4 Laps', 'Throttle', '+5 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 5, 'Spun off': 3, 'Engine': 4, 'Gearbox': 1, 'Overheating': 1, '+4 Laps': 2, 'Throttle': 1, '+5 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 4}",0.7647058823529411
317,1991,Portuguese Grand Prix,28,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Disqualified', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', '+3 Laps', '+3 Laps', '+3 Laps', '+3 Laps', 'Transmission', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 5, 'Suspension': 1, 'Spun off': 1, 'Disqualified': 1, 'Engine': 5, '+2 Laps': 1, 'Gearbox': 1, '+3 Laps': 4, 'Transmission': 1, 'Did not qualify': 4, 'Did not prequalify': 4}",0.8235294117647058
318,1991,Spanish Grand Prix,27,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Collision', 'Spun off', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+3 Laps', '+3 Laps', '+3 Laps', 'Electrical', 'Electrical', 'Electrical', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Collision': 4, 'Spun off': 1, 'Engine': 2, '+2 Laps': 4, '+3 Laps': 3, 'Electrical': 3, 'Did not qualify': 4, 'Did not prequalify': 3}",0.8181818181818182
319,1991,Japanese Grand Prix,28,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Wheel', '+3 Laps', 'Electrical', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Alternator', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 5, 'Spun off': 2, 'Accident': 4, 'Engine': 5, '+2 Laps': 1, 'Gearbox': 1, 'Wheel': 1, '+3 Laps': 1, 'Electrical': 1, 'Did not qualify': 4, 'Alternator': 1, 'Did not prequalify': 2}",0.875
320,1991,Australian Grand Prix,19,13,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Accident', 'Accident', '+2 Laps', '+2 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 5, 'Spun off': 4, 'Accident': 2, '+2 Laps': 2, 'Did not qualify': 4, 'Did not prequalify': 2}",0.59375
321,1990,United States Grand Prix,30,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Accident', 'Disqualified', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', 'Oil leak', 'Clutch', 'Clutch', 'Electrical', 'Throttle', '+5 Laps', '+6 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Physical', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Collision': 1, 'Accident': 1, 'Disqualified': 1, 'Engine': 1, '+2 Laps': 3, 'Gearbox': 2, 'Brakes': 1, 'Oil leak': 1, 'Clutch': 2, 'Electrical': 1, 'Throttle': 1, '+5 Laps': 1, '+6 Laps': 1, 'Did not qualify': 3, 'Physical': 1, 'Did not prequalify': 5}",0.8571428571428571
322,1990,Brazilian Grand Prix,31,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Suspension', 'Suspension', 'Suspension', 'Spun off', 'Spun off', 'Engine', '+2 Laps', 'Oil pressure', 'Gearbox', '+3 Laps', '+3 Laps', 'Transmission', 'Clutch', 'Electrical', 'Puncture', '+7 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Collision': 2, 'Suspension': 3, 'Spun off': 2, 'Engine': 1, '+2 Laps': 1, 'Oil pressure': 1, 'Gearbox': 1, '+3 Laps': 2, 'Transmission': 1, 'Clutch': 1, 'Electrical': 1, 'Puncture': 1, '+7 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 5}",0.8857142857142857
323,1990,San Marino Grand Prix,30,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Spun off', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Brakes', 'Wheel', 'Wheel', 'Wheel', 'Clutch', 'Clutch', 'Electrical', 'Throttle', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Collision': 2, 'Spun off': 1, 'Accident': 1, 'Engine': 3, '+2 Laps': 3, 'Brakes': 1, 'Wheel': 3, 'Clutch': 2, 'Electrical': 1, 'Throttle': 1, 'Did not qualify': 3, 'Did not prequalify': 5}",0.8571428571428571
324,1990,Monaco Grand Prix,32,3,"['+1 Lap', 'Collision', 'Differential', 'Spun off', 'Spun off', 'Disqualified', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Brakes', 'Transmission', 'Transmission', 'Electrical', 'Steering', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Battery', 'Battery', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Distributor']","{'+1 Lap': 1, 'Collision': 1, 'Differential': 1, 'Spun off': 2, 'Disqualified': 1, 'Engine': 2, '+2 Laps': 2, 'Gearbox': 5, 'Brakes': 1, 'Transmission': 2, 'Electrical': 1, 'Steering': 1, 'Did not qualify': 4, 'Battery': 2, 'Did not prequalify': 5, 'Distributor': 1}",0.9142857142857143
325,1990,Canadian Grand Prix,30,5,"['Collision', 'Collision', 'Collision', 'Collision', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Brakes', '+3 Laps', '+3 Laps', '+3 Laps', '+4 Laps', '+5 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'Collision': 4, 'Spun off': 3, 'Engine': 4, '+2 Laps': 3, 'Gearbox': 1, 'Brakes': 1, '+3 Laps': 3, '+4 Laps': 1, '+5 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 5}",0.8571428571428571
326,1990,Mexican Grand Prix,26,9,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Disqualified', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Brakes', '+3 Laps', '+3 Laps', 'Electrical', '+4 Laps', 'Tyre', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Collision': 2, 'Disqualified': 1, 'Engine': 2, '+2 Laps': 3, 'Brakes': 1, '+3 Laps': 2, 'Electrical': 1, '+4 Laps': 1, 'Tyre': 1, 'Did not qualify': 3, 'Did not prequalify': 5}",0.7428571428571429
327,1990,French Grand Prix,29,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Differential', 'Suspension', 'Disqualified', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Brakes', '+3 Laps', 'Electrical', 'Electrical', '+5 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 6, 'Differential': 1, 'Suspension': 1, 'Disqualified': 1, 'Engine': 3, '+2 Laps': 2, 'Gearbox': 1, 'Brakes': 1, '+3 Laps': 1, 'Electrical': 2, '+5 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 5}",0.8285714285714286
328,1990,British Grand Prix,30,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', '+3 Laps', 'Electrical', 'Throttle', 'Fuel pump', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Chassis', 'Alternator', 'Fuel leak', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Collision': 1, 'Engine': 4, '+2 Laps': 4, 'Gearbox': 1, '+3 Laps': 1, 'Electrical': 1, 'Throttle': 1, 'Fuel pump': 1, 'Fuel system': 1, 'Did not qualify': 4, 'Chassis': 1, 'Alternator': 1, 'Fuel leak': 1, 'Did not prequalify': 5}",0.8571428571428571
329,1990,German Grand Prix,29,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Spun off', 'Disqualified', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Transmission', 'Clutch', 'Clutch', 'Clutch', 'Broken wing', 'Fuel pump', 'Not classified', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Collision': 1, 'Spun off': 1, 'Disqualified': 1, 'Engine': 6, '+2 Laps': 1, 'Transmission': 1, 'Clutch': 3, 'Broken wing': 1, 'Fuel pump': 1, 'Not classified': 1, 'Did not qualify': 4, 'Did not prequalify': 5}",0.8285714285714286
330,1990,Hungarian Grand Prix,29,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Collision', 'Collision', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', '+3 Laps', '+3 Laps', '+3 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 5, 'Collision': 5, 'Engine': 3, '+2 Laps': 1, 'Gearbox': 2, 'Brakes': 1, '+3 Laps': 3, 'Did not qualify': 4, 'Did not prequalify': 5}",0.8285714285714286
331,1990,Belgian Grand Prix,27,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Transmission', 'Electrical', 'Water leak', 'Handling', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 7, 'Accident': 2, 'Engine': 3, '+2 Laps': 3, 'Gearbox': 1, 'Transmission': 1, 'Electrical': 1, 'Water leak': 1, 'Handling': 1, 'Did not qualify': 4, 'Did not prequalify': 3}",0.8181818181818182
332,1990,Italian Grand Prix,28,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+3 Laps', 'Clutch', 'Clutch', 'Electrical', 'Not classified', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Wheel bearing', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Suspension': 2, 'Spun off': 3, 'Engine': 4, '+2 Laps': 3, '+3 Laps': 1, 'Clutch': 2, 'Electrical': 1, 'Not classified': 1, 'Did not qualify': 4, 'Wheel bearing': 1, 'Did not prequalify': 3}",0.8484848484848485
333,1990,Portuguese Grand Prix,27,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', 'Withdrew', '+3 Laps', 'Throttle', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Halfshaft', 'Alternator', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Spun off': 1, 'Accident': 3, 'Engine': 2, '+2 Laps': 3, 'Gearbox': 3, 'Withdrew': 1, '+3 Laps': 1, 'Throttle': 1, 'Did not qualify': 4, 'Halfshaft': 1, 'Alternator': 1, 'Did not prequalify': 3}",0.8181818181818182
334,1990,Spanish Grand Prix,27,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Injured', 'Radiator', 'Throttle', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Battery', 'Wheel bearing', 'Physical', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Collision': 2, 'Spun off': 4, 'Engine': 2, '+2 Laps': 1, 'Gearbox': 2, 'Injured': 1, 'Radiator': 1, 'Throttle': 1, 'Did not qualify': 4, 'Battery': 1, 'Wheel bearing': 1, 'Physical': 1, 'Did not prequalify': 3}",0.8181818181818182
335,1990,Japanese Grand Prix,24,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Withdrew', 'Transmission', 'Clutch', 'Ignition', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Alternator']","{'+1 Lap': 4, 'Collision': 3, 'Spun off': 3, 'Engine': 4, 'Gearbox': 1, 'Withdrew': 1, 'Transmission': 1, 'Clutch': 1, 'Ignition': 1, 'Did not qualify': 4, 'Alternator': 1}",0.8
336,1990,Australian Grand Prix,25,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', 'Brakes', '+3 Laps', 'Transmission', 'Clutch', 'Electrical', '+4 Laps', 'Throttle', '+7 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 3, 'Spun off': 3, 'Engine': 2, '+2 Laps': 2, 'Gearbox': 3, 'Brakes': 1, '+3 Laps': 1, 'Transmission': 1, 'Clutch': 1, 'Electrical': 1, '+4 Laps': 1, 'Throttle': 1, '+7 Laps': 1, 'Did not qualify': 4}",0.8333333333333334
337,2010,Bahrain Grand Prix,11,13,"['+1 Lap', 'Suspension', 'Accident', '+2 Laps', 'Hydraulics', 'Hydraulics', 'Hydraulics', 'Hydraulics', 'Gearbox', 'Overheating', 'Electrical']","{'+1 Lap': 1, 'Suspension': 1, 'Accident': 1, '+2 Laps': 1, 'Hydraulics': 4, 'Gearbox': 1, 'Overheating': 1, 'Electrical': 1}",0.4583333333333333
338,2010,Australian Grand Prix,12,12,"['Collision', 'Collision', 'Collision', 'Suspension', 'Spun off', 'Engine', '+2 Laps', 'Hydraulics', 'Hydraulics', 'Hydraulics', 'Wheel', '+5 Laps']","{'Collision': 3, 'Suspension': 1, 'Spun off': 1, 'Engine': 1, '+2 Laps': 1, 'Hydraulics': 3, 'Wheel': 1, '+5 Laps': 1}",0.5
339,2010,Malaysian Grand Prix,13,11,"['+1 Lap', 'Spun off', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Wheel', '+3 Laps', '+3 Laps', '+4 Laps', 'Throttle', '+5 Laps', '+10 Laps']","{'+1 Lap': 1, 'Spun off': 1, 'Engine': 3, 'Gearbox': 1, 'Wheel': 1, '+3 Laps': 2, '+4 Laps': 1, 'Throttle': 1, '+5 Laps': 1, '+10 Laps': 1}",0.5416666666666666
340,2010,Chinese Grand Prix,11,13,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Engine', '+2 Laps', 'Hydraulics', 'Clutch', '+4 Laps', 'Technical']","{'+1 Lap': 2, 'Accident': 3, 'Engine': 1, '+2 Laps': 1, 'Hydraulics': 1, 'Clutch': 1, '+4 Laps': 1, 'Technical': 1}",0.4583333333333333
341,2010,Spanish Grand Prix,16,8,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Suspension', 'Accident', 'Engine', '+2 Laps', 'Hydraulics', 'Gearbox', '+3 Laps', '+3 Laps', '+4 Laps', 'Puncture']","{'+1 Lap': 5, 'Collision': 1, 'Suspension': 1, 'Accident': 1, 'Engine': 1, '+2 Laps': 1, 'Hydraulics': 1, 'Gearbox': 1, '+3 Laps': 2, '+4 Laps': 1, 'Puncture': 1}",0.6666666666666666
342,2010,Monaco Grand Prix,12,12,"['Collision', 'Collision', 'Suspension', 'Engine', 'Hydraulics', 'Hydraulics', 'Gearbox', 'Brakes', 'Wheel', 'Front wing', 'Steering', 'Track rod']","{'Collision': 2, 'Suspension': 1, 'Engine': 1, 'Hydraulics': 2, 'Gearbox': 1, 'Brakes': 1, 'Wheel': 1, 'Front wing': 1, 'Steering': 1, 'Track rod': 1}",0.5
343,2010,Turkish Grand Prix,12,12,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Hydraulics', 'Hydraulics', '+3 Laps', '+3 Laps', 'Fuel pressure', 'Fuel pump']","{'+1 Lap': 5, 'Collision': 1, 'Hydraulics': 2, '+3 Laps': 2, 'Fuel pressure': 1, 'Fuel pump': 1}",0.5
