raceId,year,name,retired,completed,reason,frequency_counts,retired_percentage
742,1961,British Grand Prix,26,6,"['+1 Lap', '+1 Lap', 'Differential', 'Accident', 'Accident', 'Disqualified', 'Disqualified', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', 'Withdrew', '+3 Laps', 'Oil leak', 'Clutch', '+4 Laps', '+4 Laps', '+17 Laps', '+6 Laps', '+6 Laps', '+6 Laps', '+6 Laps', 'Handling', 'Ignition', 'Ignition']","{'+1 Lap': 2, 'Differential': 1, 'Accident': 2, 'Disqualified': 2, 'Engine': 1, '+2 Laps': 1, 'Gearbox': 2, 'Brakes': 1, 'Withdrew': 1, '+3 Laps': 1, 'Oil leak': 1, 'Clutch': 1, '+4 Laps': 2, '+17 Laps': 1, '+6 Laps': 4, 'Handling': 1, 'Ignition': 2}",0.8125
743,1961,German Grand Prix,23,10,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Heat shield fire', 'Not classified', 'Handling']","{'+1 Lap': 4, 'Accident': 3, 'Engine': 4, '+2 Laps': 2, 'Withdrew': 7, 'Heat shield fire': 1, 'Not classified': 1, 'Handling': 1}",0.696969696969697
744,1961,Italian Grand Prix,34,5,"['+1 Lap', 'Suspension', 'Suspension', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Overheating', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', '+3 Laps', '+4 Laps', '+5 Laps', 'Fuel system', 'Did not qualify', 'Chassis', 'Wheel bearing']","{'+1 Lap': 1, 'Suspension': 2, 'Accident': 4, 'Engine': 10, '+2 Laps': 3, 'Overheating': 1, 'Withdrew': 6, '+3 Laps': 1, '+4 Laps': 1, '+5 Laps': 1, 'Fuel system': 1, 'Did not qualify': 1, 'Chassis': 1, 'Wheel bearing': 1}",0.8717948717948718
745,1961,United States Grand Prix,17,4,"['+1 Lap', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Overheating', 'Withdrew', '+4 Laps', '+4 Laps', '+4 Laps', '+7 Laps', '+8 Laps', '+8 Laps', 'Fuel leak', 'Magneto']","{'+1 Lap': 1, 'Accident': 1, 'Engine': 3, '+2 Laps': 1, 'Gearbox': 1, 'Overheating': 1, 'Withdrew': 1, '+4 Laps': 3, '+7 Laps': 1, '+8 Laps': 2, 'Fuel leak': 1, 'Magneto': 1}",0.8095238095238095
746,1960,Argentine Grand Prix,18,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Gearbox', 'Overheating', 'Overheating', '+3 Laps', '+3 Laps', '+3 Laps', '+4 Laps', '+4 Laps', 'Fuel pump', '+8 Laps', 'Physical', 'Physical', 'Physical', '+10 Laps']","{'+1 Lap': 3, 'Suspension': 1, 'Gearbox': 1, 'Overheating': 2, '+3 Laps': 3, '+4 Laps': 2, 'Fuel pump': 1, '+8 Laps': 1, 'Physical': 3, '+10 Laps': 1}",0.782608695652174
747,1960,Monaco Grand Prix,21,3,"['+1 Lap', 'Suspension', 'Spun off', 'Disqualified', 'Gearbox', 'Gearbox', 'Overheating', 'Transmission', 'Clutch', '+17 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Chassis', '+30 Laps', '+44 Laps']","{'+1 Lap': 1, 'Suspension': 1, 'Spun off': 1, 'Disqualified': 1, 'Gearbox': 2, 'Overheating': 1, 'Transmission': 1, 'Clutch': 1, '+17 Laps': 1, 'Did not qualify': 8, 'Chassis': 1, '+30 Laps': 1, '+44 Laps': 1}",0.875
748,1960,Indianapolis 500,20,13,"['Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Brakes', 'Brakes', 'Brakes', 'Clutch', 'Clutch', 'Clutch', '+4 Laps', '+4 Laps', '+6 Laps', 'Fuel system', 'Axle', 'Magneto', 'Magneto', 'Magneto']","{'Accident': 2, 'Engine': 4, 'Brakes': 3, 'Clutch': 3, '+4 Laps': 2, '+6 Laps': 1, 'Fuel system': 1, 'Axle': 1, 'Magneto': 3}",0.6060606060606061
749,1960,Dutch Grand Prix,17,4,"['+1 Lap', '+1 Lap', 'Accident', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Gearbox', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Transmission', 'Transmission', 'Transmission', '+5 Laps', '+6 Laps']","{'+1 Lap': 2, 'Accident': 1, 'Engine': 3, 'Gearbox': 2, 'Withdrew': 4, 'Transmission': 3, '+5 Laps': 1, '+6 Laps': 1}",0.8095238095238095
750,1960,Belgian Grand Prix,17,2,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Transmission', 'Transmission', '+8 Laps']","{'+1 Lap': 2, 'Accident': 5, 'Engine': 5, '+2 Laps': 1, 'Gearbox': 1, 'Transmission': 2, '+8 Laps': 1}",0.8947368421052632
751,1960,French Grand Prix,20,3,"['+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Transmission', 'Transmission', 'Transmission', 'Transmission', 'Transmission', '+7 Laps', 'Vibrations', '+14 Laps', '+13 Laps']","{'+1 Lap': 3, 'Accident': 2, 'Engine': 6, 'Transmission': 5, '+7 Laps': 1, 'Vibrations': 1, '+14 Laps': 1, '+13 Laps': 1}",0.8695652173913043
752,1960,British Grand Prix,22,3,"['+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Engine', '+2 Laps', '+2 Laps', 'Overheating', 'Overheating', 'Withdrew', '+3 Laps', '+3 Laps', '+3 Laps', 'Electrical', 'Steering', 'Fuel pump', '+5 Laps', '+5 Laps', '+5 Laps', '+7 Laps', '+7 Laps', '+6 Laps']","{'+1 Lap': 2, 'Suspension': 1, 'Spun off': 1, 'Engine': 1, '+2 Laps': 2, 'Overheating': 2, 'Withdrew': 1, '+3 Laps': 3, 'Electrical': 1, 'Steering': 1, 'Fuel pump': 1, '+5 Laps': 3, '+7 Laps': 2, '+6 Laps': 1}",0.88
753,1960,Portuguese Grand Prix,11,4,"['Accident', 'Accident', 'Disqualified', 'Engine', 'Engine', 'Gearbox', 'Gearbox', 'Radiator', '+7 Laps', '+6 Laps', '+9 Laps']","{'Accident': 2, 'Disqualified': 1, 'Engine': 2, 'Gearbox': 2, 'Radiator': 1, '+7 Laps': 1, '+6 Laps': 1, '+9 Laps': 1}",0.7333333333333333
754,1960,Italian Grand Prix,15,2,"['+1 Lap', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', '+3 Laps', '+3 Laps', '+5 Laps', '+6 Laps', 'Fuel system', '+9 Laps']","{'+1 Lap': 1, 'Accident': 1, 'Engine': 3, '+2 Laps': 2, 'Gearbox': 2, '+3 Laps': 2, '+5 Laps': 1, '+6 Laps': 1, 'Fuel system': 1, '+9 Laps': 1}",0.8823529411764706
755,1960,United States Grand Prix,20,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Engine', 'Engine', '+2 Laps', 'Gearbox', '+3 Laps', 'Transmission', '+5 Laps', '+7 Laps', '+7 Laps', '+6 Laps', '+6 Laps', 'Ignition', '+9 Laps', '+14 Laps']","{'+1 Lap': 4, 'Spun off': 1, 'Accident': 1, 'Engine': 2, '+2 Laps': 1, 'Gearbox': 1, '+3 Laps': 1, 'Transmission': 1, '+5 Laps': 1, '+7 Laps': 2, '+6 Laps': 2, 'Ignition': 1, '+9 Laps': 1, '+14 Laps': 1}",0.8695652173913043
756,1959,Monaco Grand Prix,22,2,"['Collision', 'Collision', 'Collision', 'Spun off', 'Accident', 'Engine', '+2 Laps', 'Gearbox', 'Brakes', '+3 Laps', 'Transmission', '+4 Laps', 'Heat shield fire', '+17 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'Collision': 3, 'Spun off': 1, 'Accident': 1, 'Engine': 1, '+2 Laps': 1, 'Gearbox': 1, 'Brakes': 1, '+3 Laps': 1, 'Transmission': 1, '+4 Laps': 1, 'Heat shield fire': 1, '+17 Laps': 1, 'Did not qualify': 8}",0.9166666666666666
757,1959,Indianapolis 500,17,16,"['Suspension', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Heat shield fire', 'Fuel leak', 'Magneto', 'Magneto', 'Magneto']","{'Suspension': 1, 'Spun off': 1, 'Accident': 7, 'Engine': 3, 'Heat shield fire': 1, 'Fuel leak': 1, 'Magneto': 3}",0.5151515151515151
758,1959,Dutch Grand Prix,12,3,"['+1 Lap', '+1 Lap', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Oil leak', '+4 Laps', '+7 Laps']","{'+1 Lap': 2, 'Engine': 2, '+2 Laps': 3, 'Gearbox': 2, 'Oil leak': 1, '+4 Laps': 1, '+7 Laps': 1}",0.8
759,1959,French Grand Prix,16,6,"['Disqualified', 'Engine', 'Engine', 'Engine', 'Engine', 'Wheel', 'Withdrew', '+3 Laps', 'Oil leak', 'Radiator', 'Radiator', 'Physical', '+10 Laps', '+10 Laps', '+9 Laps', '+14 Laps']","{'Disqualified': 1, 'Engine': 4, 'Wheel': 1, 'Withdrew': 1, '+3 Laps': 1, 'Oil leak': 1, 'Radiator': 2, 'Physical': 1, '+10 Laps': 2, '+9 Laps': 1, '+14 Laps': 1}",0.7272727272727273
760,1959,British Grand Prix,27,3,"['+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', 'Overheating', 'Transmission', 'Transmission', 'Transmission', '+4 Laps', '+5 Laps', '+5 Laps', '+6 Laps', '+6 Laps', '+6 Laps', 'Ignition', 'Ignition', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 3, 'Spun off': 1, 'Accident': 1, '+2 Laps': 1, 'Gearbox': 2, 'Brakes': 1, 'Overheating': 1, 'Transmission': 3, '+4 Laps': 1, '+5 Laps': 2, '+6 Laps': 3, 'Ignition': 2, 'Did not qualify': 6}",0.9
761,1959,German Grand Prix,12,3,"['+1 Lap', 'Differential', 'Accident', 'Engine', '+2 Laps', 'Gearbox', 'Transmission', 'Transmission', 'Transmission', 'Clutch', '+4 Laps', '+11 Laps']","{'+1 Lap': 1, 'Differential': 1, 'Accident': 1, 'Engine': 1, '+2 Laps': 1, 'Gearbox': 1, 'Transmission': 3, 'Clutch': 1, '+4 Laps': 1, '+11 Laps': 1}",0.8
762,1959,Portuguese Grand Prix,15,1,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', '+2 Laps', 'Gearbox', '+3 Laps', '+3 Laps', '+3 Laps', 'Transmission', 'Transmission', '+4 Laps', '+5 Laps', '+6 Laps']","{'+1 Lap': 2, 'Accident': 2, 'Engine': 1, '+2 Laps': 1, 'Gearbox': 1, '+3 Laps': 3, 'Transmission': 2, '+4 Laps': 1, '+5 Laps': 1, '+6 Laps': 1}",0.9375
763,1959,Italian Grand Prix,17,4,"['+1 Lap', '+1 Lap', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Brakes', 'Clutch', 'Clutch', '+4 Laps', '+4 Laps', '+5 Laps', '+5 Laps', '+8 Laps']","{'+1 Lap': 2, 'Engine': 3, '+2 Laps': 4, 'Brakes': 1, 'Clutch': 2, '+4 Laps': 2, '+5 Laps': 2, '+8 Laps': 1}",0.8095238095238095
764,1959,United States Grand Prix,15,4,"['Accident', 'Engine', 'Brakes', 'Overheating', 'Withdrew', '+3 Laps', 'Transmission', 'Transmission', 'Transmission', 'Oil leak', 'Clutch', 'Clutch', 'Clutch', 'Clutch', '+4 Laps']","{'Accident': 1, 'Engine': 1, 'Brakes': 1, 'Overheating': 1, 'Withdrew': 1, '+3 Laps': 1, 'Transmission': 3, 'Oil leak': 1, 'Clutch': 4, '+4 Laps': 1}",0.7894736842105263
765,1958,Argentine Grand Prix,6,4,"['+2 Laps', '+3 Laps', '+4 Laps', '+5 Laps', 'Halfshaft', '+9 Laps']","{'+2 Laps': 1, '+3 Laps': 1, '+4 Laps': 1, '+5 Laps': 1, 'Halfshaft': 1, '+9 Laps': 1}",0.6
766,1958,Monaco Grand Prix,28,3,"['Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Brakes', 'Overheating', '+3 Laps', 'Fuel pump', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Halfshaft', '+9 Laps', '+13 Laps']","{'Accident': 1, 'Engine': 4, 'Gearbox': 1, 'Brakes': 1, 'Overheating': 1, '+3 Laps': 1, 'Fuel pump': 1, 'Did not qualify': 15, 'Halfshaft': 1, '+9 Laps': 1, '+13 Laps': 1}",0.9032258064516129
767,1958,Dutch Grand Prix,15,3,"['+1 Lap', '+1 Lap', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Overheating', 'Withdrew', '+3 Laps', '+4 Laps', 'Fuel pump', '+6 Laps', 'Halfshaft', 'Halfshaft']","{'+1 Lap': 2, 'Engine': 1, '+2 Laps': 3, 'Gearbox': 1, 'Overheating': 1, 'Withdrew': 1, '+3 Laps': 1, '+4 Laps': 1, 'Fuel pump': 1, '+6 Laps': 1, 'Halfshaft': 2}",0.8333333333333334
768,1958,Indianapolis 500,20,13,"['Spun off', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Disqualified', 'Brakes', 'Transmission', 'Throttle', 'Steering', 'Heat shield fire', 'Fuel pump', 'Magneto', 'Magneto']","{'Spun off': 2, 'Accident': 9, 'Disqualified': 1, 'Brakes': 1, 'Transmission': 1, 'Throttle': 1, 'Steering': 1, 'Heat shield fire': 1, 'Fuel pump': 1, 'Magneto': 2}",0.6060606060606061
769,1958,Belgian Grand Prix,15,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Oil pressure', 'Overheating', 'Overheating', 'Halfshaft']","{'+1 Lap': 4, 'Accident': 1, 'Engine': 4, '+2 Laps': 2, 'Oil pressure': 1, 'Overheating': 2, 'Halfshaft': 1}",0.7894736842105263
770,1958,French Grand Prix,17,5,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Overheating', 'Overheating', '+3 Laps', 'Fuel pump', 'Fuel pump', '+5 Laps', '+13 Laps']","{'+1 Lap': 2, 'Accident': 2, 'Engine': 5, '+2 Laps': 1, 'Overheating': 2, '+3 Laps': 1, 'Fuel pump': 2, '+5 Laps': 1, '+13 Laps': 1}",0.7727272727272727
771,1958,British Grand Prix,14,6,"['+1 Lap', 'Suspension', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', 'Overheating', 'Overheating', '+3 Laps', 'Clutch', 'Ignition']","{'+1 Lap': 1, 'Suspension': 1, 'Engine': 3, '+2 Laps': 1, 'Gearbox': 3, 'Overheating': 2, '+3 Laps': 1, 'Clutch': 1, 'Ignition': 1}",0.7
772,1958,German Grand Prix,17,9,"['Collision', 'Suspension', 'Suspension', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Brakes', 'Clutch', 'Fuel pump', 'Fuel pump', 'Oil pipe', 'Magneto']","{'Collision': 1, 'Suspension': 2, 'Accident': 2, 'Engine': 4, '+2 Laps': 2, 'Brakes': 1, 'Clutch': 1, 'Fuel pump': 2, 'Oil pipe': 1, 'Magneto': 1}",0.6538461538461539
773,1958,Portuguese Grand Prix,13,2,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Brakes', '+4 Laps', 'Physical']","{'+1 Lap': 4, 'Spun off': 2, 'Engine': 2, '+2 Laps': 2, 'Brakes': 1, '+4 Laps': 1, 'Physical': 1}",0.8666666666666667
774,1958,Italian Grand Prix,19,3,"['+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Gearbox', 'Overheating', 'Transmission', 'Clutch', '+8 Laps', '+8 Laps', 'Handling', '+9 Laps']","{'+1 Lap': 2, 'Suspension': 2, 'Accident': 3, 'Engine': 3, 'Gearbox': 2, 'Overheating': 1, 'Transmission': 1, 'Clutch': 1, '+8 Laps': 2, 'Handling': 1, '+9 Laps': 1}",0.8636363636363636
775,1958,Moroccan Grand Prix,20,5,"['+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+3 Laps', '+3 Laps', '+4 Laps', '+4 Laps', '+5 Laps', '+5 Laps', '+5 Laps', '+5 Laps', '+7 Laps']","{'+1 Lap': 1, 'Accident': 5, 'Engine': 4, '+2 Laps': 1, '+3 Laps': 2, '+4 Laps': 2, '+5 Laps': 4, '+7 Laps': 1}",0.8
776,1957,Argentine Grand Prix,15,2,"['+1 Lap', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Wheel', 'Clutch', 'Clutch', 'Clutch', '+5 Laps', '+7 Laps', '+10 Laps', '+9 Laps']","{'+1 Lap': 1, '+2 Laps': 6, 'Wheel': 1, 'Clutch': 3, '+5 Laps': 1, '+7 Laps': 1, '+10 Laps': 1, '+9 Laps': 1}",0.8823529411764706
777,1957,Monaco Grand Prix,21,2,"['Suspension', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+3 Laps', 'Oil leak', 'Oil leak', '+5 Laps', '+5 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Fuel leak']","{'Suspension': 1, 'Spun off': 1, 'Accident': 4, 'Engine': 3, '+2 Laps': 1, '+3 Laps': 1, 'Oil leak': 2, '+5 Laps': 2, 'Did not qualify': 5, 'Fuel leak': 1}",0.9130434782608695
778,1957,Indianapolis 500,22,11,"['+1 Lap', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Retired', '+3 Laps', 'Clutch', '+4 Laps', 'Throttle', '+5 Laps', '+5 Laps', '+8 Laps', 'Wheel bearing', 'Fuel leak', 'Fuel leak', 'Fuel leak', 'Turbo']","{'+1 Lap': 1, 'Spun off': 1, 'Accident': 6, 'Engine': 1, 'Retired': 1, '+3 Laps': 1, 'Clutch': 1, '+4 Laps': 1, 'Throttle': 1, '+5 Laps': 2, '+8 Laps': 1, 'Wheel bearing': 1, 'Fuel leak': 3, 'Turbo': 1}",0.6666666666666666
779,1957,French Grand Prix,13,3,"['+1 Lap', 'Accident', 'Accident', 'Engine', 'Engine', 'Transmission', 'Electrical', 'Steering', '+7 Laps', '+8 Laps', 'Halfshaft', '+9 Laps', '+9 Laps']","{'+1 Lap': 1, 'Accident': 2, 'Engine': 2, 'Transmission': 1, 'Electrical': 1, 'Steering': 1, '+7 Laps': 1, '+8 Laps': 1, 'Halfshaft': 1, '+9 Laps': 2}",0.8125
780,1957,British Grand Prix,18,4,"['Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Transmission', 'Clutch', 'Clutch', 'Water leak', '+5 Laps', '+8 Laps', '+8 Laps', 'Water pump', '+19 Laps']","{'Accident': 1, 'Engine': 5, '+2 Laps': 2, 'Gearbox': 1, 'Transmission': 1, 'Clutch': 2, 'Water leak': 1, '+5 Laps': 1, '+8 Laps': 2, 'Water pump': 1, '+19 Laps': 1}",0.8181818181818182
781,1957,German Grand Prix,17,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Transmission', 'Steering', 'Steering', '+5 Laps', 'Chassis', 'Distributor', 'Axle']","{'+1 Lap': 5, 'Suspension': 1, 'Engine': 1, '+2 Laps': 2, 'Gearbox': 1, 'Transmission': 1, 'Steering': 2, '+5 Laps': 1, 'Chassis': 1, 'Distributor': 1, 'Axle': 1}",0.7083333333333334
782,1957,Pescara Grand Prix,12,4,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Overheating', '+3 Laps', 'Transmission', 'Oil leak', 'Oil leak']","{'+1 Lap': 2, 'Accident': 2, 'Engine': 3, 'Overheating': 1, '+3 Laps': 1, 'Transmission': 1, 'Oil leak': 2}",0.75
783,1957,Italian Grand Prix,18,2,"['Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Overheating', 'Overheating', '+3 Laps', '+3 Laps', '+3 Laps', 'Oil leak', '+4 Laps', '+5 Laps', '+5 Laps', '+6 Laps', '+9 Laps', '+15 Laps', '+15 Laps']","{'Engine': 4, '+2 Laps': 1, 'Overheating': 2, '+3 Laps': 3, 'Oil leak': 1, '+4 Laps': 1, '+5 Laps': 2, '+6 Laps': 1, '+9 Laps': 1, '+15 Laps': 2}",0.9
784,1956,Argentine Grand Prix,13,3,"['Accident', 'Accident', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Fuel pump', '+7 Laps', '+6 Laps', '+6 Laps', 'Halfshaft', '+10 Laps', '+10 Laps']","{'Accident': 2, 'Engine': 2, '+2 Laps': 1, 'Gearbox': 1, 'Fuel pump': 1, '+7 Laps': 1, '+6 Laps': 2, 'Halfshaft': 1, '+10 Laps': 2}",0.8125
785,1956,Monaco Grand Prix,18,3,"['+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Overheating', 'Clutch', '+12 Laps', '+12 Laps', '+7 Laps', 'Did not qualify', '+14 Laps', '+15 Laps']","{'+1 Lap': 3, 'Accident': 3, 'Engine': 4, 'Overheating': 1, 'Clutch': 1, '+12 Laps': 2, '+7 Laps': 1, 'Did not qualify': 1, '+14 Laps': 1, '+15 Laps': 1}",0.8571428571428571
786,1956,Indianapolis 500,25,9,"['+1 Lap', 'Spun off', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Brakes', 'Brakes', 'Transmission', 'Oil leak', 'Oil leak', '+4 Laps', '+4 Laps', '+4 Laps', '+5 Laps', '+5 Laps', '+6 Laps', '+9 Laps', '+15 Laps', '+13 Laps']","{'+1 Lap': 1, 'Spun off': 2, 'Accident': 5, 'Engine': 3, 'Brakes': 2, 'Transmission': 1, 'Oil leak': 2, '+4 Laps': 3, '+5 Laps': 2, '+6 Laps': 1, '+9 Laps': 1, '+15 Laps': 1, '+13 Laps': 1}",0.7352941176470589
787,1956,Belgian Grand Prix,12,4,"['+1 Lap', 'Accident', 'Engine', '+2 Laps', 'Gearbox', 'Wheel', '+3 Laps', '+3 Laps', '+3 Laps', 'Transmission', 'Transmission', 'Fuel system']","{'+1 Lap': 1, 'Accident': 1, 'Engine': 1, '+2 Laps': 1, 'Gearbox': 1, 'Wheel': 1, '+3 Laps': 3, 'Transmission': 2, 'Fuel system': 1}",0.75
788,1956,French Grand Prix,18,4,"['Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', '+3 Laps', 'Clutch', '+4 Laps', '+4 Laps', 'Throttle', '+5 Laps', '+5 Laps', '+5 Laps', '+6 Laps']","{'Accident': 1, 'Engine': 3, '+2 Laps': 2, 'Gearbox': 2, 'Brakes': 1, '+3 Laps': 1, 'Clutch': 1, '+4 Laps': 2, 'Throttle': 1, '+5 Laps': 3, '+6 Laps': 1}",0.8181818181818182
789,1956,British Grand Prix,29,1,"['+1 Lap', '+1 Lap', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Oil pressure', 'Gearbox', '+3 Laps', 'Transmission', 'Transmission', 'Transmission', 'Electrical', '+4 Laps', '+5 Laps', '+7 Laps', '+7 Laps', '+6 Laps', 'Fuel system', 'Fuel system', 'Fuel system', 'Ignition', '+9 Laps', '+9 Laps', 'Axle', 'Axle', '+13 Laps']","{'+1 Lap': 2, 'Accident': 1, 'Engine': 4, '+2 Laps': 1, 'Oil pressure': 1, 'Gearbox': 1, '+3 Laps': 1, 'Transmission': 3, 'Electrical': 1, '+4 Laps': 1, '+5 Laps': 1, '+7 Laps': 2, '+6 Laps': 1, 'Fuel system': 3, 'Ignition': 1, '+9 Laps': 2, 'Axle': 2, '+13 Laps': 1}",0.9666666666666667
790,1956,German Grand Prix,19,3,"['Suspension', 'Suspension', 'Accident', 'Accident', 'Disqualified', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Oil pressure', 'Overheating', 'Withdrew', 'Withdrew', 'Withdrew', '+3 Laps', 'Electrical', 'Steering', '+6 Laps', 'Fuel leak']","{'Suspension': 2, 'Accident': 2, 'Disqualified': 1, 'Engine': 3, '+2 Laps': 1, 'Oil pressure': 1, 'Overheating': 1, 'Withdrew': 3, '+3 Laps': 1, 'Electrical': 1, 'Steering': 1, '+6 Laps': 1, 'Fuel leak': 1}",0.8636363636363636
791,1956,Italian Grand Prix,26,3,"['+1 Lap', '+1 Lap', 'Suspension', 'Engine', 'Engine', 'Engine', 'Engine', 'Withdrew', '+3 Laps', '+3 Laps', 'Transmission', 'Transmission', 'Oil leak', '+4 Laps', '+4 Laps', '+4 Laps', 'Tyre', 'Tyre', 'Steering', 'Steering', 'Steering', '+5 Laps', '+8 Laps', 'Chassis', '+9 Laps', 'Magneto']","{'+1 Lap': 2, 'Suspension': 1, 'Engine': 4, 'Withdrew': 1, '+3 Laps': 2, 'Transmission': 2, 'Oil leak': 1, '+4 Laps': 3, 'Tyre': 2, 'Steering': 3, '+5 Laps': 1, '+8 Laps': 1, 'Chassis': 1, '+9 Laps': 1, 'Magneto': 1}",0.896551724137931
