raceId,year,country,circuitId,grandprix,circuit,lat,lng,milliseconds,datetime,date,url,temp,clouds,wind_speed,wind_deg,weather_before,weather_main,weather_desc,precipitation,weather_during,Scheduled Laps,Laps
991,2018,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,5736380,2018-04-15 06:10:00,2018-04-15,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix,19.71,0.0,3.0,360.0,Clear,Clear,clear sky,,Clear,56,56
992,2018,Azerbaijan,73,Azerbaijan Grand Prix,Baku City Circuit,40.3725,49.8533,6224291,2018-04-29 12:10:00,2018-04-29,http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix,12.91,0.0,13.9,340.0,Clear,Clear,clear sky,,Clear,51,51
993,2018,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5729972,2018-05-13 13:10:00,2018-05-13,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix,15.76,40.0,4.12,120.0,Rain,Clouds,scattered clouds,,Clouds,66,66
994,2018,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6174807,2018-05-27 13:10:00,2018-05-27,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,21.58,0.0,5.14,120.0,Rain,Clear,clear sky,,Clear,78,78
995,2018,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,5311377,2018-06-10 18:10:00,2018-06-10,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,19.37,75.0,2.6,30.0,Clear,Clouds,broken clouds,,Clouds,70,68
996,2018,France,34,French Grand Prix,Circuit Paul Ricard,43.2506,5.79167,5411385,2018-06-24 14:10:00,2018-06-24,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,23.83,93.0,1.14,239.0,Clouds,Rain,light rain,0.12,Rain,53,53
997,2018,Austria,70,Austrian Grand Prix,Red Bull Ring,47.2197,14.7647,4916024,2018-07-01 13:10:00,2018-07-01,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,21.19,20.0,4.12,90.0,Clouds,Clouds,few clouds,,Clouds,71,71
998,2018,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,5249784,2018-07-08 13:10:00,2018-07-08,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,28.13,6.0,3.37,341.0,Clear,Clear,clear sky,,Clear,52,52
999,2018,Germany,10,German Grand Prix,Hockenheimring,49.3278,8.56583,5549845,2018-07-22 13:10:00,2018-07-22,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,25.04,40.0,3.1,310.0,Rain,Clouds,scattered clouds,,Clouds,67,67
1000,2018,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5836427,2018-07-29 13:10:00,2018-07-29,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,31.46,0.0,2.6,270.0,Clear,Clear,clear sky,,Clouds,70,70
1001,2018,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,5014476,2018-08-26 13:10:00,2018-08-26,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,16.78,100.0,4.0,190.0,Clouds,Clouds,overcast clouds,,Clouds,44,44
1002,2018,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4614484,2018-09-02 13:10:00,2018-09-02,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,20.37,40.0,4.12,130.0,Clouds,Clouds,scattered clouds,,Clouds,53,53
1003,2018,Singapore,15,Singapore Grand Prix,Marina Bay Street Circuit,1.2914,103.864,6671611,2018-09-16 12:10:00,2018-09-16,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,29.01,75.0,3.1,170.0,Clouds,Clouds,broken clouds,,Clouds,61,61
1004,2018,Russia,71,Russian Grand Prix,Sochi Autodrom,43.4057,39.9578,5245181,2018-09-30 11:10:00,2018-09-30,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,22.41,100.0,2.0,10.0,Clouds,Clouds,overcast clouds,,Clouds,53,53
1005,2018,Japan,22,Japanese Grand Prix,Suzuka Circuit,34.8431,136.541,5237062,2018-10-07 05:10:00,2018-10-07,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix,27.05,24.0,5.1,310.0,Clouds,Clouds,few clouds,,Clouds,53,53
1006,2018,USA,69,United States Grand Prix,Circuit of the Americas,30.1328,-97.6411,5658643,2018-10-21 18:10:00,2018-10-21,http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix,20.92,38.0,3.1,0.0,Clouds,Clouds,scattered clouds,,Clouds,56,56
1007,2018,Mexico,32,Mexican Grand Prix,Autódromo Hermanos Rodríguez,19.4042,-99.0907,5908851,2018-10-28 19:10:00,2018-10-28,http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix,19.08,75.0,1.54,190.0,Haze,Clouds,broken clouds,,Clouds,71,71
1008,2018,Brazil,18,Brazilian Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5229066,2018-11-11 17:10:00,2018-11-11,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix,25.44,75.0,6.7,170.0,Rain,Rain,light rain,0.74,Rain,71,71
1009,2018,United Arab Emirates,24,Abu Dhabi Grand Prix,Yas Marina Circuit,24.4672,54.6031,5980382,2018-11-25 13:10:00,2018-11-25,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix,33.14,40.0,5.14,200.0,Clouds,Clouds,scattered clouds,,Rain,55,55
1010,2019,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5127325,2019-03-17 05:10:00,2019-03-17,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix,25.03,0.0,6.2,170.0,Clear,Clear,clear sky,,Clear,58,58
1011,2019,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5661295,2019-03-31 15:10:00,2019-03-31,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix,24.57,90.0,11.57,98.0,Clouds,Clouds,overcast clouds,,Clouds,57,57
1012,2019,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,5526350,2019-04-14 06:10:00,2019-04-14,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,21.63,0.0,7.0,30.0,Rain,Rain,heavy intensity rain,7.87,Rain,56,56
1013,2019,Azerbaijan,73,Azerbaijan Grand Prix,Baku City Circuit,40.3725,49.8533,5512942,2019-04-28 12:10:00,2019-04-28,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix,15.77,0.0,8.8,170.0,Clear,Clear,clear sky,,Clear,51,51
1014,2019,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5750443,2019-05-12 13:10:00,2019-05-12,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix,18.97,20.0,5.7,120.0,Clouds,Clouds,few clouds,,Clouds,66,66
1015,2019,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6208437,2019-05-26 13:10:00,2019-05-26,http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix,18.88,75.0,3.1,230.0,Clouds,Rain,light rain,0.23,Rain,78,78
1016,2019,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,5347084,2019-06-09 18:10:00,2019-06-09,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,28.69,0.0,5.14,210.0,Clear,Clear,clear sky,,Clear,70,70
1017,2019,France,34,French Grand Prix,Circuit Paul Ricard,43.2506,5.79167,5071198,2019-06-23 13:10:00,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,26.3,45.0,2.97,233.0,Clear,Clouds,scattered clouds,,Clouds,53,53
1018,2019,Austria,70,Austrian Grand Prix,Red Bull Ring,47.2197,14.7647,4921822,2019-06-30 13:10:00,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,32.23,20.0,4.6,190.0,Clouds,Clouds,few clouds,,Clouds,71,71
1019,2019,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,4868452,2019-07-14 13:10:00,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,19.55,100.0,2.48,44.0,Clouds,Clouds,overcast clouds,,Clouds,52,52
1020,2019,Germany,10,German Grand Prix,Hockenheimring,49.3278,8.56583,6271275,2019-07-28 13:10:00,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,21.63,75.0,3.6,260.0,Thunderstorm,Thunderstorm,thunderstorm,0.24,Rain,67,64
1021,2019,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5703796,2019-08-04 13:10:00,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,24.95,0.0,3.6,230.0,Clear,Clear,clear sky,,Clear,70,70
1022,2019,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,5025710,2019-09-01 13:10:00,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,17.27,40.0,3.0,330.0,Clouds,Clouds,scattered clouds,,Clouds,44,44
1023,2019,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4526665,2019-09-08 13:10:00,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,19.64,29.0,0.89,96.0,Clouds,Clouds,scattered clouds,,Clouds,53,53
1024,2019,Singapore,15,Singapore Grand Prix,Marina Bay Street Circuit,1.2914,103.864,7113667,2019-09-22 12:10:00,2019-09-22,http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,29.95,75.0,6.2,150.0,Haze,Haze,haze,,Haze,61,61
1025,2019,Russia,71,Russian Grand Prix,Sochi Autodrom,43.4057,39.9578,5618992,2019-09-29 11:10:00,2019-09-29,http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,22.02,40.0,4.02,210.0,Clouds,Clouds,scattered clouds,,Clouds,53,53
1026,2019,Japan,22,Japanese Grand Prix,Suzuka Circuit,34.8431,136.541,4906755,2019-10-13 05:10:00,2019-10-13,http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,23.61,0.0,8.2,300.0,Clear,Clear,clear sky,,Clear,53,52
1027,2019,Mexico,32,Mexican Grand Prix,Autódromo Hermanos Rodríguez,19.4042,-99.0907,5808904,2019-10-27 19:10:00,2019-10-27,http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,22.77,75.0,3.1,80.0,Smoke,Rain,light rain,0.36,Rain,71,71
1028,2019,USA,69,United States Grand Prix,Circuit of the Americas,30.1328,-97.6411,5635653,2019-11-03 19:10:00,2019-11-03,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,22.07,20.0,4.6,170.0,Clouds,Clouds,few clouds,,Clouds,56,56
1029,2019,Brazil,18,Brazilian Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5594678,2019-11-17 17:10:00,2019-11-17,http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,20.11,40.0,7.2,170.0,Clouds,Clouds,scattered clouds,,Clouds,71,71
1030,2019,United Arab Emirates,24,Abu Dhabi Grand Prix,Yas Marina Circuit,24.4672,54.6031,5645715,2019-12-01 13:10:00,2019-12-01,http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix,27.14,0.0,4.6,330.0,Clear,Clear,clear sky,,Clear,55,55
1031,2020,Austria,70,Austrian Grand Prix,Red Bull Ring,47.2197,14.7647,5455739,2020-07-05 13:10:00,2020-07-05,http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix,26.49,20.0,3.1,80.0,Clouds,Clouds,few clouds,,Clouds,71,71
1032,2020,Austria,70,Styrian Grand Prix,Red Bull Ring,47.2197,14.7647,4970683,2020-07-12 13:10:00,2020-07-12,http://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix,19.55,40.0,2.6,110.0,Clouds,Clouds,scattered clouds,,Clouds,71,71
1033,2020,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5772473,2020-07-19 13:10:00,2020-07-19,http://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix,20.69,40.0,2.6,30.0,Rain,Rain,light rain,0.25,Clouds,70,70
1034,2020,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,5281283,2020-08-02 13:10:00,2020-08-02,http://en.wikipedia.org/wiki/2020_British_Grand_Prix,21.39,39.0,0.45,315.0,Clouds,Clouds,scattered clouds,,Clouds,52,52
1036,2020,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5505279,2020-08-16 13:10:00,2020-08-16,http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix,27.68,40.0,6.2,120.0,,Clouds,scattered clouds,,,66,66
1037,2020,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,5048761,2020-08-30 13:10:00,2020-08-30,http://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix,17.37,40.0,3.6,320.0,Clouds,Clouds,scattered clouds,,Clouds,44,44
1038,2020,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,6426056,2020-09-06 13:10:00,2020-09-06,http://en.wikipedia.org/wiki/2020_Italian_Grand_Prix,27.12,20.0,2.1,110.0,Clouds,Clouds,few clouds,,Clear,53,53
1039,2020,Italy,76,Tuscan Grand Prix,Autodromo Internazionale del Mugello,43.9975,11.3719,8375060,2020-09-13 13:10:00,2020-09-13,http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix,29.9,0.0,3.29,30.0,Clear,Clear,clear sky,,Clear,59,59
1040,2020,Russia,71,Russian Grand Prix,Sochi Autodrom,43.4057,39.9578,5640364,2020-09-27 11:10:00,2020-09-27,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,29.1,20.0,5.0,170.0,Clear,Clouds,few clouds,,Clouds,53,53
1041,2020,Germany,20,Eifel Grand Prix,Nürburgring,50.3356,6.9475,5749641,2020-10-11 13:10:00,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,9.58,45.0,3.1,290.0,Clouds,Clouds,scattered clouds,,Clouds,60,60
1042,2020,Portugal,75,Portuguese Grand Prix,Autódromo Internacional do Algarve,37.227,-8.6267,5396828,2020-10-25 12:10:00,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,19.06,87.0,7.86,239.0,Clouds,Clouds,overcast clouds,,Clouds,66,66
1043,2020,Italy,21,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,5312430,2020-11-01 12:10:00,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,17.2,100.0,1.83,261.0,Clouds,Clouds,overcast clouds,,Clouds,63,63
1044,2020,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,6139313,2020-11-15 10:10:00,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,13.45,75.0,2.1,70.0,Clouds,Clouds,broken clouds,,Clouds,58,58
1045,2020,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,10787515,2020-11-29 14:10:00,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,24.3,14.0,0.45,37.0,Clouds,Clouds,few clouds,,Clear,57,57
1046,2020,Bahrain,3,Sakhir Grand Prix,Bahrain International Circuit,26.0325,50.5106,5475114,2020-12-06 17:10:00,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,21.68,29.0,2.68,24.0,Clear,Clouds,scattered clouds,,Clouds,87,87
1047,2020,United Arab Emirates,24,Abu Dhabi Grand Prix,Yas Marina Circuit,24.4672,54.6031,5788645,2020-12-13 13:10:00,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,23.14,20.0,5.1,330.0,Clouds,Clouds,few clouds,,Clouds,55,55
1051,2021,Qatar,78,Qatar Grand Prix,Losail International Circuit,25.49,51.4542,5068471,2021-11-21 14:00:00,2021-11-21,http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix,27.18,0.0,4.92,112.0,Clear,Clear,clear sky,,Clear,57,57
1052,2021,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5523897,2021-03-28 15:00:00,2021-03-28,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix,20.6,0.0,11.4,337.0,Clear,Clear,clear sky,,Clear,57,56
1053,2021,Italy,21,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,7354598,2021-04-18 13:00:00,2021-04-18,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix,13.61,99.0,3.14,47.0,Rain,Rain,light rain,0.12,Rain,63,63
1054,2021,Portugal,75,Portuguese Grand Prix,Autódromo Internacional do Algarve,37.227,-8.6267,5671421,2021-05-02 14:00:00,2021-05-02,http://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix,17.82,95.0,5.96,314.0,Clouds,Clouds,overcast clouds,,Clouds,66,66
1055,2021,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5587680,2021-05-09 13:00:00,2021-05-09,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix,21.29,20.0,2.6,160.0,Clouds,Clouds,few clouds,,Clear,66,66
1056,2021,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,5936820,2021-05-23 13:00:00,2021-05-23,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,20.68,75.0,10.29,90.0,Clear,Clouds,broken clouds,,Clouds,78,78
1057,2021,Azerbaijan,73,Azerbaijan Grand Prix,Baku City Circuit,40.3725,49.8533,8016410,2021-06-06 12:00:00,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,20.17,20.0,7.2,20.0,Clouds,Clouds,few clouds,,Clear,51,51
1058,2021,Austria,70,Styrian Grand Prix,Red Bull Ring,47.2197,14.7647,4938925,2021-06-27 13:00:00,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,26.1,75.0,2.57,260.0,Clouds,Clouds,broken clouds,,Rain,71,71
1059,2021,France,34,French Grand Prix,Circuit Paul Ricard,43.2506,5.79167,5245770,2021-06-20 13:00:00,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,25.91,82.0,1.34,55.0,Clouds,Clouds,broken clouds,,Clouds,53,53
1060,2021,Austria,70,Austrian Grand Prix,Red Bull Ring,47.2197,14.7647,5034543,2021-07-04 13:00:00,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,20.92,75.0,2.06,60.0,Clouds,Clouds,broken clouds,,Clouds,71,71
1061,2021,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,7103284,2021-07-18 14:00:00,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,29.63,1.0,1.79,176.0,Clear,Clear,clear sky,,Clouds,52,52
1062,2021,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,7483199,2021-08-01 13:00:00,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,27.48,20.0,1.03,0.0,Rain,Rain,light intensity shower rain,0.14,Clouds,70,70
1063,2021,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,207071,2021-08-29 13:00:00,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,13.44,100.0,4.63,330.0,Drizzle,Drizzle,drizzle,0.53,Rain,44,1
1064,2021,Netherlands,39,Dutch Grand Prix,Circuit Park Zandvoort,52.3888,4.54092,5405395,2021-09-05 13:00:00,2021-09-05,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix,21.65,0.0,3.6,70.0,Clear,Clear,clear sky,,Clear,72,72
1065,2021,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4914365,2021-09-12 13:00:00,2021-09-12,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix,29.37,0.0,2.06,0.0,Clear,Clear,clear sky,,Clouds,53,53
1066,2021,Russia,71,Russian Grand Prix,Sochi Autodrom,43.4057,39.9578,5441001,2021-09-26 12:00:00,2021-09-26,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix,17.99,100.0,3.0,140.0,Rain,Rain,light rain,0.33,Rain,53,53
1067,2021,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,5464103,2021-10-10 12:00:00,2021-10-10,http://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix,17.87,75.0,7.2,30.0,Rain,Clouds,broken clouds,,Clouds,58,58
1069,2021,USA,69,United States Grand Prix,Circuit of the Americas,30.1328,-97.6411,5676552,2021-10-24 19:00:00,2021-10-24,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix,29.0,20.0,4.12,180.0,Clouds,Clouds,few clouds,,Clouds,56,56
1070,2021,Mexico,32,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,19.4042,-99.0907,5919086,2021-11-07 19:00:00,2021-11-07,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix,20.56,69.0,2.68,310.0,Clear,Clouds,broken clouds,,Clouds,71,71
1071,2021,Brazil,18,São Paulo Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5542851,2021-11-14 17:00:00,2021-11-14,http://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix,23.55,20.0,6.17,170.0,Clouds,Clouds,few clouds,,Clear,71,71
1072,2021,Saudi Arabia,77,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,21.6319,39.1044,7575118,2021-12-05 17:30:00,2021-12-05,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix,27.68,0.0,2.06,260.0,Clear,Clear,clear sky,,Clear,50,50
1073,2021,United Arab Emirates,24,Abu Dhabi Grand Prix,Yas Marina Circuit,24.4672,54.6031,5417345,2021-12-12 13:00:00,2021-12-12,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix,25.09,40.0,5.14,300.0,Clouds,Clouds,scattered clouds,,Clouds,58,58
1074,2022,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5853584,2022-03-20 15:00:00,2022-03-20,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix,20.38,0.0,5.69,355.0,Clear,Clear,clear sky,,Clear,57,57
1075,2022,Saudi Arabia,77,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,21.6319,39.1044,5059293,2022-03-27 17:00:00,2022-03-27,http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix,25.53,0.0,7.2,320.0,Clear,Clear,clear sky,,Clear,50,50
1076,2022,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5266548,2022-04-10 05:00:00,2022-04-10,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix,27.23,20.0,6.17,330.0,Clouds,Clouds,few clouds,,Clear,58,58
1077,2022,Italy,21,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,5527986,2022-04-24 13:00:00,2022-04-24,http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix,13.81,100.0,2.93,220.0,Rain,Rain,light rain,0.57,Rain,63,63
1078,2022,USA,79,Miami Grand Prix,Miami International Autodrome,25.9581,-80.2389,5664258,2022-05-08 19:30:00,2022-05-08,http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix,30.99,75.0,7.72,110.0,Rain,Rain,light rain,0.38,Clouds,57,57
1079,2022,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5840475,2022-05-22 13:00:00,2022-05-22,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix,34.9,0.0,5.14,210.0,Clear,Clear,clear sky,,Clear,66,66
1080,2022,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6990265,2022-05-29 13:00:00,2022-05-29,http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix,20.71,75.0,9.26,210.0,Clouds,Clouds,broken clouds,,Clouds,78,64
1081,2022,Azerbaijan,73,Azerbaijan Grand Prix,Baku City Circuit,40.3725,49.8533,5645941,2022-06-12 11:00:00,2022-06-12,http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix,26.55,0.0,6.17,170.0,Clear,Clear,clear sky,,Clear,51,51
1082,2022,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,5781757,2022-06-19 18:00:00,2022-06-19,http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix,19.81,0.0,9.26,330.0,Clear,Clear,clear sky,,Clear,70,70
1083,2022,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,8270311,2022-07-03 14:00:00,2022-07-03,http://en.wikipedia.org/wiki/2022_British_Grand_Prix,18.92,62.0,0.89,103.0,Clouds,Clouds,broken clouds,,Rain,52,52
1084,2022,Austria,70,Austrian Grand Prix,Red Bull Ring,47.2197,14.7647,5064312,2022-07-10 13:00:00,2022-07-10,http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix,20.08,75.0,7.2,280.0,Rain,Rain,light rain,0.32,Rain,71,71
1085,2022,France,34,French Grand Prix,Circuit Paul Ricard,43.2506,5.79167,5402112,2022-07-24 13:00:00,2022-07-24,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,31.98,0.0,4.1,231.0,Clear,Clear,clear sky,,Clear,53,53
1086,2022,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5975912,2022-07-31 13:00:00,2022-07-31,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,18.32,75.0,10.8,310.0,Rain,Rain,light rain,0.34,Rain,70,70
1087,2022,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,5152894,2022-08-28 13:00:00,2022-08-28,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,21.53,75.0,4.63,40.0,Clouds,Clouds,broken clouds,,Clouds,44,44
1088,2022,Netherlands,39,Dutch Grand Prix,Circuit Park Zandvoort,52.3888,4.54092,5802773,2022-09-04 13:00:00,2022-09-04,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,26.87,20.0,4.12,140.0,Clouds,Clouds,few clouds,,Clouds,72,72
1089,2022,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4827511,2022-09-11 13:00:00,2022-09-11,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,27.12,0.0,2.06,310.0,Clear,Clear,clear sky,,Clear,53,53
1091,2022,Singapore,15,Singapore Grand Prix,Marina Bay Street Circuit,1.2914,103.864,7340238,2022-10-02 12:00:00,2022-10-02,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,25.86,75.0,1.03,110.0,Thunderstorm,Clouds,broken clouds,,Clouds,61,59
1092,2022,Japan,22,Japanese Grand Prix,Suzuka Circuit,34.8431,136.541,10904004,2022-10-09 05:00:00,2022-10-09,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,19.02,100.0,3.04,106.0,Rain,Rain,moderate rain,1.46,Rain,53,28
1093,2022,USA,69,United States Grand Prix,Circuit of the Americas,30.1328,-97.6411,6131687,2022-10-23 19:00:00,2022-10-23,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,28.98,75.0,7.2,170.0,Clouds,Clouds,broken clouds,,Clouds,56,56
