raceId,year,country,circuitId,grandprix,circuit,lat,lng,milliseconds,datetime,date,url,temp,clouds,wind_speed,wind_deg,weather_before,weather_main,weather_desc,precipitation,weather_during,Scheduled Laps,Laps
1,2009,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5655784,2009-03-29 06:00:00,2009-03-29,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix,20.81,0.0,6.7,180.0,Clear,Clear,clear sky,,Clear,58,58
2,2009,Malaysia,2,Malaysian Grand Prix,Sepang International Circuit,2.76083,101.738,4252092,2009-04-05 09:00:00,2009-04-05,http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix,28.15,75.0,1.0,290.0,Rain,Rain,light rain,0.86,Rain,56,31
3,2009,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,7063485,2009-04-19 07:00:00,2009-04-19,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,19.79,100.0,10.0,140.0,Rain,Rain,moderate rain,1.34,Rain,56,56
4,2009,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5508182,2009-04-26 12:00:00,2009-04-26,http://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix,28.76,14.0,5.01,100.0,Clouds,Clouds,few clouds,,Clouds,57,57
5,2009,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5839202,2009-05-10 12:00:00,2009-05-10,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix,20.27,20.0,4.1,130.0,Clouds,Clouds,few clouds,,Clouds,66,66
6,2009,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6044282,2009-05-24 12:00:00,2009-05-24,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix,22.88,20.0,3.1,110.0,Clear,Clouds,few clouds,,Clouds,78,78
7,2009,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,5184848,2009-06-07 12:00:00,2009-06-07,http://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix,28.41,0.0,3.1,210.0,Clear,Clear,clear sky,,Clear,58,58
8,2009,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,4969328,2009-06-21 12:00:00,2009-06-21,http://en.wikipedia.org/wiki/2009_British_Grand_Prix,16.8,99.0,3.46,316.0,Clouds,Clouds,overcast clouds,,Clouds,60,60
9,2009,Germany,20,German Grand Prix,Nürburgring,50.3356,6.9475,5803310,2009-07-12 12:00:00,2009-07-12,http://en.wikipedia.org/wiki/2009_German_Grand_Prix,16.95,75.0,4.6,200.0,Clouds,Clouds,broken clouds,,Clouds,60,60
10,2009,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5903876,2009-07-26 12:00:00,2009-07-26,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix,24.51,0.0,9.3,300.0,Clear,Clear,clear sky,,Clear,70,70
11,2009,Spain,12,European Grand Prix,Valencia Street Circuit,39.4589,-0.331667,5751289,2009-08-23 12:00:00,2009-08-23,http://en.wikipedia.org/wiki/2009_European_Grand_Prix,31.33,0.0,4.1,130.0,Clear,Clear,clear sky,,Clear,57,57
12,2009,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,5030995,2009-08-30 12:00:00,2009-08-30,http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix,16.14,40.0,4.0,270.0,Clouds,Clouds,scattered clouds,,Clouds,44,44
13,2009,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4581706,2009-09-13 12:00:00,2009-09-13,http://en.wikipedia.org/wiki/2009_Italian_Grand_Prix,25.68,20.0,1.0,290.0,Clear,Clouds,few clouds,,Clouds,53,53
14,2009,Singapore,15,Singapore Grand Prix,Marina Bay Street Circuit,1.2914,103.864,6966337,2009-09-27 12:00:00,2009-09-27,http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix,30.94,75.0,2.1,220.0,Clouds,Haze,haze,,Clouds,61,61
15,2009,Japan,22,Japanese Grand Prix,Suzuka Circuit,34.8431,136.541,5300443,2009-10-04 05:00:00,2009-10-04,http://en.wikipedia.org/wiki/2009_Japanese_Grand_Prix,25.88,0.0,3.6,120.0,Clear,Clear,clear sky,,Clear,53,53
16,2009,Brazil,18,Brazilian Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5543081,2009-10-18 16:00:00,2009-10-18,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix,25.75,75.0,4.1,300.0,Rain,Rain,moderate rain,1.05,Rain,71,71
17,2009,United Arab Emirates,24,Abu Dhabi Grand Prix,Yas Marina Circuit,24.4672,54.6031,5643414,2009-11-01 11:00:00,2009-11-01,http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix,34.46,0.0,6.2,310.0,Clear,Clear,clear sky,,Clear,55,55
18,2008,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5690616,2008-03-16 04:30:00,2008-03-16,http://en.wikipedia.org/wiki/2008_Australian_Grand_Prix,38.31,20.0,7.7,360.0,Haze,Haze,haze,,Clouds,58,58
19,2008,Malaysia,2,Malaysian Grand Prix,Sepang International Circuit,2.76083,101.738,5478555,2008-03-23 07:00:00,2008-03-23,http://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix,30.08,75.0,1.5,260.0,Clouds,Clouds,broken clouds,,Clouds,56,56
20,2008,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5466970,2008-04-06 11:30:00,2008-04-06,http://en.wikipedia.org/wiki/2008_Bahrain_Grand_Prix,23.24,81.0,6.06,350.0,Clear,Clouds,broken clouds,,Clouds,57,57
21,2008,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5899051,2008-04-27 12:00:00,2008-04-27,http://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix,19.68,69.0,5.1,140.0,Clouds,Clouds,broken clouds,,Clouds,66,66
22,2008,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,5209451,2008-05-11 12:00:00,2008-05-11,http://en.wikipedia.org/wiki/2008_Turkish_Grand_Prix,16.71,50.0,3.11,341.0,Clouds,Clouds,scattered clouds,,Clouds,58,58
23,2008,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,7242742,2008-05-25 12:00:00,2008-05-25,http://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix,18.08,75.0,7.2,60.0,Rain,Rain,light rain,,Rain,78,76
24,2008,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,5784227,2008-06-08 17:00:00,2008-06-08,http://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix,28.59,0.0,7.2,240.0,Clear,Clear,clear sky,,Clear,70,70
25,2008,France,8,French Grand Prix,Circuit de Nevers Magny-Cours,46.8642,3.16361,5510245,2008-06-22 12:00:00,2008-06-22,http://en.wikipedia.org/wiki/2008_French_Grand_Prix,27.41,75.0,4.1,150.0,Clouds,Clouds,broken clouds,,Rain,70,70
26,2008,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,5949440,2008-07-06 12:00:00,2008-07-06,http://en.wikipedia.org/wiki/2008_British_Grand_Prix,14.04,98.0,5.41,193.0,Rain,Rain,light rain,0.33,Clouds,60,60
27,2008,Germany,10,German Grand Prix,Hockenheimring,49.3278,8.56583,5480874,2008-07-20 12:00:00,2008-07-20,http://en.wikipedia.org/wiki/2008_German_Grand_Prix,23.2,61.0,3.98,270.0,Clouds,Clouds,broken clouds,,Clouds,67,67
28,2008,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5847067,2008-08-03 12:00:00,2008-08-03,http://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix,28.51,40.0,3.1,340.0,Clouds,Clouds,scattered clouds,,Clouds,70,70
29,2008,Spain,12,European Grand Prix,Valencia Street Circuit,39.4589,-0.331667,5732339,2008-08-24 12:00:00,2008-08-24,http://en.wikipedia.org/wiki/2008_European_Grand_Prix,29.93,20.0,5.1,130.0,Clouds,Clouds,few clouds,,Clouds,57,57
30,2008,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,4979394,2008-09-07 12:00:00,2008-09-07,http://en.wikipedia.org/wiki/2008_Belgian_Grand_Prix,14.11,40.0,7.0,220.0,Clouds,Clouds,scattered clouds,,Clouds,44,44
31,2008,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,5207494,2008-09-14 12:00:00,2008-09-14,http://en.wikipedia.org/wiki/2008_Italian_Grand_Prix,15.31,40.0,5.1,100.0,Rain,Rain,light rain,0.57,Rain,53,53
32,2008,Singapore,15,Singapore Grand Prix,Marina Bay Street Circuit,1.2914,103.864,7036304,2008-09-28 12:00:00,2008-09-28,http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix,27.79,75.0,1.5,60.0,Clouds,Haze,haze,,Clouds,61,61
33,2008,Japan,16,Japanese Grand Prix,Fuji Speedway,35.3717,138.927,5421892,2008-10-12 04:30:00,2008-10-12,http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix,19.14,99.0,1.96,167.0,Clouds,Clouds,overcast clouds,,Clouds,67,67
34,2008,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,5517403,2008-10-19 07:00:00,2008-10-19,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix,27.67,75.0,5.0,40.0,Clouds,Rain,light rain,0.28,Rain,56,56
35,2008,Brazil,18,Brazilian Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5651435,2008-11-02 17:00:00,2008-11-02,http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix,25.54,75.0,10.8,340.0,Rain,Rain,light rain,0.21,Haze,71,71
36,2007,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5128770,2007-03-18 03:00:00,2007-03-18,http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix,19.17,1.0,4.6,160.0,Clouds,Clear,clear sky,,Clear,58,58
37,2007,Malaysia,2,Malaysian Grand Prix,Sepang International Circuit,2.76083,101.738,5534930,2007-04-08 07:00:00,2007-04-08,http://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix,29.85,75.0,2.6,200.0,Clouds,Clouds,broken clouds,,Clouds,56,56
38,2007,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5607515,2007-04-15 11:30:00,2007-04-15,http://en.wikipedia.org/wiki/2007_Bahrain_Grand_Prix,23.58,0.0,8.0,13.0,Clear,Clear,clear sky,,Clear,57,57
39,2007,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5496230,2007-05-13 12:00:00,2007-05-13,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix,23.88,0.0,1.5,220.0,Clear,Clear,clear sky,,Clear,66,65
40,2007,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6029329,2007-05-27 12:00:00,2007-05-27,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix,19.79,40.0,7.2,210.0,Clouds,Clouds,scattered clouds,,Rain,78,78
41,2007,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,6251292,2007-06-10 17:00:00,2007-06-10,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix,25.31,0.0,3.1,220.0,Clear,Clear,clear sky,,Clouds,70,70
42,2007,USA,19,United States Grand Prix,Indianapolis Motor Speedway,39.795,-86.2347,5469965,2007-06-17 17:00:00,2007-06-17,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix,32.82,20.0,6.2,250.0,Haze,Haze,haze,,Haze,73,73
43,2007,France,8,French Grand Prix,Circuit de Nevers Magny-Cours,46.8642,3.16361,5454200,2007-07-01 12:00:00,2007-07-01,http://en.wikipedia.org/wiki/2007_French_Grand_Prix,20.89,75.0,4.1,290.0,Clouds,Clouds,broken clouds,,Rain,70,70
44,2007,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,4903074,2007-07-08 12:00:00,2007-07-08,http://en.wikipedia.org/wiki/2007_British_Grand_Prix,18.25,66.0,3.19,239.0,Clouds,Clouds,broken clouds,,Clouds,60,59
45,2007,Germany,20,European Grand Prix,Nürburgring,50.3356,6.9475,7586358,2007-07-22 12:00:00,2007-07-22,http://en.wikipedia.org/wiki/2007_European_Grand_Prix,17.56,40.0,6.2,270.0,Clouds,Clouds,scattered clouds,,Clouds,60,60
46,2007,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5752991,2007-08-05 12:00:00,2007-08-05,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix,26.67,0.0,4.6,30.0,Clouds,Clear,clear sky,,Clear,70,70
47,2007,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,5202161,2007-08-26 12:00:00,2007-08-26,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix,32.0,20.0,7.2,20.0,Clouds,Clouds,few clouds,,Clouds,58,58
48,2007,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4717806,2007-09-09 12:00:00,2007-09-09,http://en.wikipedia.org/wiki/2007_Italian_Grand_Prix,24.41,0.0,1.0,160.0,Clear,Clear,clear sky,,Clear,53,53
49,2007,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,4839066,2007-09-16 12:00:00,2007-09-16,http://en.wikipedia.org/wiki/2007_Belgian_Grand_Prix,19.12,40.0,4.0,270.0,Clouds,Clouds,scattered clouds,,Clouds,44,44
50,2007,Japan,16,Japanese Grand Prix,Fuji Speedway,35.3717,138.927,7234579,2007-09-30 04:30:00,2007-09-30,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,16.59,100.0,1.89,27.0,Rain,Rain,light rain,0.46,Rain,67,67
51,2007,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,5878395,2007-10-07 06:00:00,2007-10-07,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,25.93,100.0,6.0,90.0,Rain,Rain,light intensity shower rain,3.1,Rain,56,56
52,2007,Brazil,18,Brazilian Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5295270,2007-10-21 16:00:00,2007-10-21,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,33.59,40.0,4.6,320.0,Clouds,Clouds,scattered clouds,,Clouds,71,71
53,2006,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5386205,2006-03-12 14:30:00,2006-03-12,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,18.78,0.0,6.97,345.0,Clear,Clear,clear sky,,Clear,57,57
54,2006,Malaysia,2,Malaysian Grand Prix,Sepang International Circuit,2.76083,101.738,5440529,2006-03-19 15:00:00,2006-03-19,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,26.09,75.0,1.5,100.0,Clouds,Haze,haze,,Clouds,56,56
55,2006,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5667870,2006-04-02 14:00:00,2006-04-02,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,14.47,75.0,3.1,290.0,Clouds,Clouds,broken clouds,,Clouds,58,57
56,2006,Italy,21,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,5466486,2006-04-23 14:00:00,2006-04-23,http://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix,24.36,12.0,2.42,222.0,Clear,Clouds,few clouds,,Clouds,62,62
57,2006,Germany,20,European Grand Prix,Nürburgring,50.3356,6.9475,5758765,2006-05-07 14:00:00,2006-05-07,http://en.wikipedia.org/wiki/2006_European_Grand_Prix,19.08,40.0,5.0,110.0,Clouds,Clouds,scattered clouds,,Clouds,60,60
58,2006,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5181759,2006-05-14 14:00:00,2006-05-14,http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix,22.78,97.0,4.56,202.0,Clouds,Clouds,overcast clouds,,Clouds,66,66
59,2006,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6223116,2006-05-28 14:00:00,2006-05-28,http://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix,20.17,0.0,3.1,100.0,Clouds,Clear,clear sky,,Clouds,78,78
60,2006,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,5151927,2006-06-11 12:00:00,2006-06-11,http://en.wikipedia.org/wiki/2006_British_Grand_Prix,24.42,85.0,3.5,213.0,Clouds,Clouds,overcast clouds,,Clouds,60,60
61,2006,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,5677308,2006-06-25 13:00:00,2006-06-25,http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix,22.01,0.0,2.0,50.0,Clear,Clear,clear sky,,Clear,70,70
62,2006,USA,19,United States Grand Prix,Indianapolis Motor Speedway,39.795,-86.2347,5675199,2006-07-02 14:00:00,2006-07-02,http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix,25.9,0.0,7.1,240.0,Clear,Clear,clear sky,,Clear,73,73
63,2006,France,8,French Grand Prix,Circuit de Nevers Magny-Cours,46.8642,3.16361,5527803,2006-07-16 14:00:00,2006-07-16,http://en.wikipedia.org/wiki/2006_French_Grand_Prix,33.81,0.0,1.0,320.0,Clear,Clear,clear sky,,Clear,70,70
64,2006,Germany,10,German Grand Prix,Hockenheimring,49.3278,8.56583,5271693,2006-07-30 14:00:00,2006-07-30,http://en.wikipedia.org/wiki/2006_German_Grand_Prix,31.38,20.0,2.1,180.0,Clouds,Clouds,few clouds,,Clouds,67,67
65,2006,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,6740941,2006-08-06 14:00:00,2006-08-06,http://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix,19.18,75.0,4.0,240.0,Rain,Clouds,broken clouds,,Clouds,70,70
66,2006,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,5331082,2006-08-27 15:00:00,2006-08-27,http://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix,31.41,0.0,3.1,230.0,Clear,Clear,clear sky,,Clear,58,58
67,2006,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4491975,2006-09-10 14:00:00,2006-09-10,http://en.wikipedia.org/wiki/2006_Italian_Grand_Prix,25.06,0.0,1.5,120.0,Clear,Clear,clear sky,,Clouds,53,53
68,2006,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,5852747,2006-10-01 14:00:00,2006-10-01,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,20.36,100.0,2.0,340.0,Mist,Mist,mist,,Mist,56,56
69,2006,Japan,22,Japanese Grand Prix,Suzuka Circuit,34.8431,136.541,5032413,2006-10-08 14:00:00,2006-10-08,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix,17.27,0.0,6.2,300.0,Clear,Clear,clear sky,,Clear,53,53
70,2006,Brazil,18,Brazilian Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5513751,2006-10-22 14:00:00,2006-10-22,http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,20.22,20.0,2.1,210.0,Clouds,Clouds,few clouds,,Clouds,71,71
71,2005,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5057336,2005-03-06 14:00:00,2005-03-06,http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix,13.62,27.0,5.9,273.0,Clouds,Clouds,scattered clouds,,Clouds,58,57
72,2005,Malaysia,2,Malaysian Grand Prix,Sepang International Circuit,2.76083,101.738,5493736,2005-03-20 15:00:00,2005-03-20,http://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix,27.48,75.0,0.5,80.0,Clouds,Haze,haze,,Clouds,56,56
73,2005,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5358531,2005-04-03 14:30:00,2005-04-03,http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix,26.97,7.0,5.6,151.0,Clear,Clear,clear sky,,Clear,57,57
74,2005,Italy,21,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,5261921,2005-04-24 14:00:00,2005-04-24,http://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix,17.72,100.0,0.75,50.0,Clouds,Clouds,overcast clouds,,Clouds,62,62
75,2005,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5236830,2005-05-08 14:00:00,2005-05-08,http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix,19.62,3.0,3.68,174.0,Clear,Clear,clear sky,,Clear,66,66
76,2005,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6315556,2005-05-22 14:00:00,2005-05-22,http://en.wikipedia.org/wiki/2005_Monaco_Grand_Prix,19.01,40.0,7.2,90.0,Clouds,Clouds,scattered clouds,,Clouds,78,78
77,2005,Germany,20,European Grand Prix,Nürburgring,50.3356,6.9475,5506648,2005-05-29 14:00:00,2005-05-29,http://en.wikipedia.org/wiki/2005_European_Grand_Prix,22.67,75.0,4.0,90.0,Clouds,Clouds,broken clouds,,Clouds,60,59
78,2005,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,5529290,2005-06-12 13:00:00,2005-06-12,http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix,25.32,20.0,3.6,230.0,Clouds,Clouds,few clouds,,Clouds,70,70
79,2005,USA,19,United States Grand Prix,Indianapolis Motor Speedway,39.795,-86.2347,5383181,2005-06-19 14:00:00,2005-06-19,http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix,19.02,0.0,3.1,90.0,Clear,Clear,clear sky,,Clouds,73,73
80,2005,France,8,French Grand Prix,Circuit de Nevers Magny-Cours,46.8642,3.16361,5482232,2005-07-03 14:00:00,2005-07-03,http://en.wikipedia.org/wiki/2005_French_Grand_Prix,30.3,30.0,2.1,70.0,Clouds,Clouds,scattered clouds,,Clear,70,70
81,2005,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,5069588,2005-07-10 14:00:00,2005-07-10,http://en.wikipedia.org/wiki/2005_British_Grand_Prix,26.45,45.0,3.58,33.0,Clouds,Clouds,scattered clouds,,Clouds,60,60
82,2005,Germany,10,German Grand Prix,Hockenheimring,49.3278,8.56583,5188599,2005-07-24 14:00:00,2005-07-24,http://en.wikipedia.org/wiki/2005_German_Grand_Prix,22.54,0.0,3.1,190.0,Clear,Clear,clear sky,,Clouds,67,67
83,2005,Hungary,11,Hungarian Grand Prix,Hungaroring,47.5789,19.2486,5845552,2005-07-31 14:00:00,2005-07-31,http://en.wikipedia.org/wiki/2005_Hungarian_Grand_Prix,33.85,0.0,3.6,160.0,Clear,Clear,clear sky,,Clear,70,70
84,2005,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,5074454,2005-08-21 15:00:00,2005-08-21,http://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix,26.11,40.0,4.1,10.0,Clouds,Clouds,scattered clouds,,Clouds,58,58
85,2005,Italy,14,Italian Grand Prix,Autodromo Nazionale di Monza,45.6156,9.28111,4468659,2005-09-04 14:00:00,2005-09-04,http://en.wikipedia.org/wiki/2005_Italian_Grand_Prix,24.87,40.0,2.6,140.0,Clouds,Clouds,scattered clouds,,Rain,53,53
86,2005,Belgium,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,50.4372,5.97139,5401295,2005-09-11 14:00:00,2005-09-11,http://en.wikipedia.org/wiki/2005_Belgian_Grand_Prix,16.53,100.0,2.0,310.0,Fog,Fog,fog,,Fog,44,44
87,2005,Brazil,18,Brazilian Grand Prix,Autódromo José Carlos Pace,-23.7036,-46.6997,5360574,2005-09-25 14:00:00,2005-09-25,http://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix,20.57,75.0,4.1,340.0,Rain,Rain,light rain,0.58,Haze,71,71
88,2005,Japan,22,Japanese Grand Prix,Suzuka Circuit,34.8431,136.541,5342212,2005-10-09 14:00:00,2005-10-09,http://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix,19.56,87.0,0.5,30.0,Rain,Clouds,overcast clouds,,Clouds,53,53
89,2005,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,5993618,2005-10-16 14:00:00,2005-10-16,http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix,16.6,0.0,1.0,0.0,Clear,Clear,clear sky,,Haze,56,56
337,2010,Bahrain,3,Bahrain Grand Prix,Bahrain International Circuit,26.0325,50.5106,5960396,2010-03-14 12:00:00,2010-03-14,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,25.05,0.0,2.61,68.0,Clear,Clear,clear sky,,Clear,49,49
338,2010,Australia,1,Australian Grand Prix,Albert Park Grand Prix Circuit,-37.8497,144.968,5616531,2010-03-28 06:00:00,2010-03-28,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,23.41,100.0,6.2,300.0,Clouds,Rain,light rain,0.17,Rain,58,58
339,2010,Malaysia,2,Malaysian Grand Prix,Sepang International Circuit,2.76083,101.738,5628412,2010-04-04 08:00:00,2010-04-04,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,30.33,75.0,5.1,120.0,Clouds,Clouds,broken clouds,,Clouds,56,56
340,2010,China,17,Chinese Grand Prix,Shanghai International Circuit,31.3389,121.22,6402163,2010-04-18 06:00:00,2010-04-18,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,20.32,0.0,6.0,140.0,Clear,Rain,light rain,0.33,Rain,56,56
341,2010,Spain,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,41.57,2.26111,5744101,2010-05-09 12:00:00,2010-05-09,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,18.25,20.0,4.1,200.0,Rain,Clouds,few clouds,,Clouds,66,66
342,2010,Monaco,6,Monaco Grand Prix,Circuit de Monaco,43.7347,7.42056,6613355,2010-05-16 12:00:00,2010-05-16,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,17.99,40.0,5.7,180.0,Clouds,Clouds,scattered clouds,,Clouds,78,78
343,2010,Turkey,5,Turkish Grand Prix,Istanbul Park,40.9517,29.405,5327620,2010-05-30 11:00:00,2010-05-30,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,26.35,17.0,2.04,276.0,Clear,Clouds,few clouds,,Clouds,58,58
344,2010,Canada,7,Canadian Grand Prix,Circuit Gilles Villeneuve,45.5,-73.5228,5633456,2010-06-13 16:00:00,2010-06-13,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,23.59,0.0,4.6,60.0,Clear,Clear,clear sky,,Clouds,70,70
345,2010,Spain,12,European Grand Prix,Valencia Street Circuit,39.4589,-0.331667,6029571,2010-06-27 12:00:00,2010-06-27,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,27.32,20.0,5.1,110.0,Clouds,Clouds,few clouds,,Clouds,57,57
346,2010,England,9,British Grand Prix,Silverstone Circuit,52.0786,-1.01694,5078200,2010-07-11 12:00:00,2010-07-11,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,21.75,100.0,4.23,270.0,Clouds,Clouds,overcast clouds,,Clouds,52,52
